stem,long,translation,n
auslot,ausloten,exploring options,43
ballch,bällchen,balls,43
battegay,battegay,"<g id=""2"">prof. dr. edouard battegay, facp </g><g id=""3"">clinical director</g>",43
beisteuert,beisteuert,is also contributing his (her) opinion,43
beruhrungslos,berührungslos,contactless,43
bresciani,bresciani,bresciani,43
cmpdl,cmpdl,cmpdl,43
deadly,deadly,deadly,43
drangehangt,drangehängt,but i'm hooked into them,43
dunham,dunham,jeff dunham,43
eckpfeil,eckpfeiler,corner pillars,43
eisenbahn,eisenbahn,railway,43
erbs,erbsen,peas,43
erkl,erkl,decl,43
erschwer,erschwerend,aggravating,43
evsdi,evsdi,evsdi,43
frauenfussball,frauenfussball,women&,43
garry,garry,garry,43
gartenhaus,gartenhaus,garden house,43
geklickt,geklickt,clicked,43
geldquell,geldquelle,the source of funds of the customer,43
gemobbt,gemobbt,bullied,43
germanwing,germanwings,germanwings,43
grunsfeld,grünsfeld,example method curriculum of the school grünsfeld-wittighausen,43
hasst,hasst,hates,43
klimaaktionstag,klimaaktionstag,climate action day,43
lebenskunstl,lebenskünstler,who wrote you can't take it with you,43
lingus,lingus,aer lingus,43
maior,maiores,maiores,43
maskentragpflicht,maskentragpflicht,mask wearing,43
mondial,mondial,mondial,43
moscow,moscow,moscow,43
mulan,mulan,mulan,43
mulltonn,mülltonne,waste bin,43
neubeginn,neubeginn,fresh start,43
opcw,opcw,opcw,43
paralympics,paralympics,paralympics,43
paula,paula,paula,43
physis,physis,physis,43
pomjof,pomjof,pomjof,43
protz,protzer,show off,43
prufungstermin,prüfungstermin,exam date,43
puttgard,puttgarden,puttgarden,43
qualifikationsspiel,qualifikationsspiel,qualifying game,43
reil,reil,reil,43
renata,renata,renata,43
roselly,roselly,roselly,43
schmitz,schmitz,schmitz,43
strasbourg,strasbourg,strasbourg,43
stromquell,stromquelle,power source,43
tilgend,tilgenden,eradicating,43
tricot,tricot,tricot,43
trockeneis,trockeneis,dry ice,43
trudeln,trudeln,spin,43
umweltschad,umweltschaden,environmental damage,43
unbeugsam,unbeugsam,indomitable,43
unicorn,unicorns,unicorns,43
verblufft,verblüfft,perplexed) (amazed? bewildered,43
verhandlungsnacht,verhandlungsnacht,negotiation night,43
verordnungsweg,verordnungsweg,by way of regulation,43
vertragsabschluss,vertragsabschluss,conclusion of agreement,43
weilt,weilt,lingers,43
xbsfo,xbsfo,xbsfo,43
absetzbar,absetzbar,100% tax deductible,42
airship,airship,airship,42
aliquam,aliquam,aliquam dapibus,42
arbeitskost,arbeitskosten,labour costs,42
ausprag,ausprägung,specification,42
austauschstudent,austauschstudenten,exchange students,42
ayla,ayla,ayla apaydin,42
balaj,balaj,> contact person - isa balaj,42
blaurock,blaurock,dirk blaurock,42
boehring,boehringer,boehringer,42
burgertelefon,bürgertelefon,citizen phone,42
cumqu,cumque,cumque,42
darstellbar,darstellbar,visible,42
dauerrival,dauerrivale,permanent rivals,42
depp,depp,depp,42
dicaprio,dicaprio,leonardo dicaprio,42
eingefarbt,eingefärbt,tint,42
elisa,elisa,elisa,42
ergraut,ergraut,gray,42
exeo,exeo,exeo,42
faltskog,fältskog,fältskog,42
flughafensprech,flughafensprecher,airport spokesman,42
freilos,freilos,bye,42
gabathul,gabathuler,gabathuler,42
gebel,gebel,christiane gebel,42
giesek,gieseke,"kathrin gieseke, corporate communication",42
hasan,hasan,hasan,42
hassberg,haßberge,haßberge hills,42
heintz,heintz,heintz,42
hochbeet,hochbeet,flowerbed,42
hold,holde,holde,42
icmpd,icmpd,icmpd,42
insidious,insidious,insidious,42
irregular,irregular,irregular,42
jawsh,jawsh,jawsh,42
kammerchor,kammerchor,chamber choir,42
kapiert,kapiert,got it,42
katwijk,katwijk,katwijk,42
kleinstfahrzeug,kleinstfahrzeuge,micro vehicles,42
kolak,kolak,kolak,42
kraut,kraut,herbaceous,42
kriminolog,kriminologe,criminologist,42
kronor,kronor,kronor,42
kugeln,kugeln,scoops,42
landesub,landesüblichen,customary,42
lynggaard,lynggaard,ole lynggaard copenhagen,42
macchiarini,macchiarini,macchiarini,42
maetzig,maetzig,moderate,42
magni,magni,magni usa,42
makl,makler,broker,42
marian,marian,marian,42
marti,marti,marti,42
mehrteil,mehrteiler,tetralogy,42
mulmig,mulmig,scherbaum became queasy,42
okonominn,ökonominnen,economists,42
olsson,olsson,"olsson, jan",42
ortega,ortega,ortega,42
poloshirt,poloshirt,polo shirt,42
portn,portner,signed by (partner,42
qualifikant,qualifikant,qualifying,42
reformator,reformators,reformer,42
reign,reign,reign,42
resolutionsentwurf,resolutionsentwurf,draft resolution,42
restzahl,restzahlung,rem. pmnts,42
rhystarn,rhystärn,rhystärn,42
schutzschirmverfahr,schutzschirmverfahren,"initiation of voluntary insolvency protective procedures (<g id=""1"">schutzschirmverfahren</g>",42
schweisst,schweisst,for the notice board,42
seitenlini,seitenlinie,side line,42
serienmeist,serienmeister,series champion,42
smoothed,smoothed,smoothed surface,42
speck,speck,bacon,42
spielpraxis,spielpraxis,game practice,42
stadtarchiv,stadtarchiv,stadtarchiv,42
stadtbibliothek,stadtbibliothek,city library,42
stina,stina,stina,42
sundar,sundar,"sundar jagannath, md",42
tabellenstand,tabellenstand,table status,42
tdipo,tdipo,tdipo,42
timm,timm,timm,42
tonnes,tonnese,tonnese,42
turhan,turhan,turhan,42
turnierformat,turnierformat,tournament format,42
uberkomm,überkommen,curb a panic attack,42
ubernahmeangebot,übernahmeangebot,takeover bid,42
umgeschaltet,umgeschaltet,microphone,42
umzustell,umzustellen,to move,42
varna,varna,varna,42
verbesserungsbedarf,verbesserungsbedarf,need for improvement,42
verbraucherstudi,verbraucherstudie,consumer study,42
vietnames,vietnamese,vietnamese,42
viktoriaplatz,viktoriaplatz,viktoriaplatz,42
vorbot,vorbote,herald of spring,42
walz,walz,walz,42
warholm,warholm,warholm,42
weltstar,weltstar,when an international star takes a walk,42
wochensicht,wochensicht,weekly view,42
yasin,yasin,yasin,42
zengel,zengel,zengel,42
zinsentscheid,zinsentscheid,interest rate decision,42
zochling,zöchling,child,42
zwischenziel,zwischenziel,waypoint,42
zyciora,zyciora,zyciora,42
abpfiff,abpfiff,final whistle-blow,41
aichach,aichach,aichach,41
alleged,alleged,alleged,41
ambient,ambient,ambient,41
anfahrtsweg,anfahrtsweg,directions,41
anmahn,anmahnen,remind,41
auslandsgast,auslandsgast,foreign guest,41
auslieferungsverfahr,auslieferungsverfahren,extradition,41
aviation,aviation,aviation,41
bedaur,bedaure,sorry,41
begleitmassnahm,begleitmaßnahme,accompanying measure,41
benfica,benfica,benfica,41
beschonigt,beschönigt,he glossed over nothing,41
brondby,bröndby,brondby,41
bvtmboe,bvtmboe,bvtmboe,41
chaostag,chaostage,chaostage 1995,41
cheng,cheng,cheng,41
desinfektionssp,desinfektionsspender,h.u.g.o. designer disinfectant dispenser,41
drux,drux,drux,41
eichsfeld,eichsfeld,eichsfeld,41
einfahrt,einfahrt,entry,41
einstudiert,einstudiert,you have carefully rehearsed the arguments,41
eleonor,eleonore,eleanor,41
entwicklungsorganisation,entwicklungsorganisation,development organization,41
exekutivkomite,exekutivkomitee,executive committee,41
ferienimmobili,ferienimmobilie,also holiday homes,41
ferienwoch,ferienwoche,holiday week,41
firmiert,firmiert,the owner operates under,41
fleischhau,fleischhauer,fleshy,41
forderverein,förderverein,support association,41
fronleichnam,fronleichnam,corpus christi,41
geduldsprob,geduldsprobe,"a real test of patience, if one was going ahead with the project",41
gezeugt,gezeugt,conceived,41
gianluigi,gianluigi,gianluigi,41
girocard,girocard,girocard,41
heilbar,heilbar,is it curable,41
heimfahrt,heimfahrt,drive home,41
hhla,hhla,hhla,41
hochsomm,hochsommer,it is high summer,41
hrgota,hrgota,hrgota,41
illegalitat,illegalität,illegality,41
insolvenzverfahr,insolvenzverfahren,insolvency proceedings,41
kaiserreich,kaiserreich,imperial,41
kirill,kirill,kirill bui,41
klientel,klientel,clientele,41
konkurrier,konkurrierende,competing,41
krachend,krachend,the front door crashes into the lock,41
kunz,kunz,kunz,41
kupf,kupf,copper,41
lask,lask,lask,41
lohnkurz,lohnkürzung,salary reduction,41
markteintritt,markteintritt,market entry,41
mikrochips,mikrochips,microchips,41
millennial,millennial,millennial,41
miriam,miriam,miriam,41
mitreiss,mitreissen,get carried away,41
niclas,niclas,niclas,41
phantasielos,phantasielos,unimaginative,41
placebo,placebo,placebo,41
prokop,prokop,prokop,41
regn,regne,rain,41
reichel,reichel,reichel,41
resthaar,resthaar,residual hair,41
rockstrom,rockström,"rockström, j. et al",41
schonefeld,schönefeld,schönefeld,41
selbstzweifel,selbstzweifel,self-doubts,41
shauna,shaunae,shaunae,41
sileri,sileri,sileri,41
sonneborn,sonneborn,haus zum sonneborn,41
sorti,sorti,sorted elements,41
spezialflugzeug,spezialflugzeug,special aircraft,41
spielerin,spielerin,player,41
stadtgeschicht,stadtgeschichte,history of the city,41
stoch,stoch,stabbed,41
strumpf,strümpfe,socks,41
teilnehmerin,teilnehmerin,participant from vw,41
topvirolog,topvirologe,top virologist,41
tram,tram,tram,41
usern,usern,usern,41
valentina,valentina,valentina,41
verheim,verheimlich,secretly,41
volksgesundheitsamt,volksgesundheitsamt,public health office,41
wedlerg,wedlerg,wedlerg,41
weihwassersp,weihwasserspender,holy water dispenser,41
weindorf,weindorfer,foreword weindorfer,41
winz,winzer,winemaker (male,41
wohnzimmerteppich,wohnzimmerteppich,living room carpet,41
zuruckblick,zurückblicke,"that i look back, you know",41
abstandsvorgab,abstandsvorgaben,distance specifications,40
accessoir,accessoire,accessory,40
alin,alin,alin stroe,40
alpozzi,alpozzi,alpozzi,40
auftrittspaus,auftrittspausen,breaks in performance,40
augi,augier,augier,40
ausgegrenzt,ausgegrenzt,marginalized,40
ausnahmezeit,ausnahmezeit,add exception time,40
behaltnis,behältnisse,containers,40
beschaftigungssicher,beschäftigungssicherung,job security,40
bierdeckelsamml,bierdeckelsammlung,beer cap collection,40
budgetrabatt,budgetrabatt,budget discount,40
bundesministerin,bundesministerin,federal minister,40
cahit,cahit,cahit cenksoy,40
cain,cain,marc cain,40
caps,caps,caps,40
comic,comic,comic strip,40
coronaranz,coronaranzen,coronary events,40
deceptiv,deceptive,deceptive,40
derbysieg,derbysieg,derby victory,40
drexl,drexler,drexler,40
duff,duff,stuart duff,40
einzeltraining,einzeltraining,single training,40
energiereserv,energiereserven,may boost your energy,40
erzurnt,erzürnt,enraged,40
expat,expats,"expats, onsite",40
fahrerinn,fahrerinnen,franziska henrich is one of the drivers,40
fussballer,fußballerisch,footballing,40
gauzy,gauzy,gauzy,40
geschraubt,geschraubt,screwed,40
gesundheitsfolg,gesundheitsfolgen,health consequences,40
gigg,giggs,giggs,40
golfclub,golfclub,golf club,40
grat,grat,burr,40
grégory,grégory,grégory viguier,40
grenobl,grenoble,grenoble,40
grenzort,grenzort,border location,40
gronborg,grönborg,grönborg,40
haushaltsentscheid,haushaltsentscheidung,budget decision,40
hilfebedarf,hilfebedarf,individual support needs of each client,40
homestudios,homestudios,homestudios,40
horngetu,horngetue,horny,40
intensivstationspatient,intensivstationspatienten,intensive care patients,40
jakobsson,jakobsson,thank you so much peter jakobsson,40
jhon,jhon,jhon gottlander,40
kahn,kahn,kahn,40
klingberg,klingberg,klingberg,40
konkurrenzkampf,konkurrenzkampf,competition,40
kontinentalfrankreich,kontinentalfrankreich,continental france,40
laer,laer,laer,40
lama,lama,lama,40
laufent,laufenten,running,40
lieding,liedingen,songs,40
malig,malige,malignant,40
matchball,matchball,matchball sponsor,40
mckagan,mckagan,duff mckagan,40
mittelfeldmann,mittelfeldmann,midfielder,40
nationalmannschaftsarzt,nationalmannschaftsarzt,national team doctor,40
necessitatibus,necessitatibus,necessitatibus,40
neuinfizier,neuinfizierungen,do new infections threaten quarantine measures for entire hotels again,40
newshub,newshub,newshub,40
newsportal,newsportal,advanced news portal,40
nulla,nulla,no record,40
onlineportal,onlineportal,internet research / online portal,40
peipon,peiponen,peiponen,40
pfungstadt,pfungstadt,pfungstadt,40
ping,ping,ping,40
polinn,polinnen,polish women,40
practition,practitioner,nlp practitioner,40
proberaum,proberaum,rehearsal room,40
pulverisiert,pulverisiert,pulverized,40
radl,radl,11004; radler,40
raffineri,raffinerie,refinery,40
ramon,ramon,ramon,40
ration,ration,nitrate concentration,40
regierungspartn,regierungspartner,government partner,40
reindl,reindl,josef reindl,40
rheinmetall,rheinmetall,rheinmetall,40
rinkebys,rinkebys,rinkebys,40
rogator,rogator,rogator,40
schweisstrief,schweißtriefende,sweaty,40
sierksdorf,sierksdorf,hansapark sierksdorf,40
silas,silas,silas,40
sonntagsblick,sonntagsblick,sunday view,40
sprechstund,sprechstunde,consultation hours,40
tagblatt,tagblatt,day sheet,40
torsos,torsos,torso-facing,40
transferperiod,transferperiode,transfer period,40
transferzahl,transferzahlungen,transfer payments,40
trubel,trubel,hustle and bustle,40
tufteln,tüfteln,for tinkering,40
uberschuldet,überschuldet,september 2014 it is heavily indebted,40
umweltkris,umweltkrise,environmental crisis,40
verhandlungsaufwand,verhandlungsaufwand,negotiation effort,40
verkneif,verkneife,hold back,40
vero,vero,,40
verspottet,verspottet,he  mocks h.e,40
vorstandsbeb,vorstandsbeben,board tremors,40
weisst,weisst,know,40
wiederanpfiff,wiederanpfiff,the restart is scheduled for june 19,40
zahnfleisch,zahnfleisch,gums,40
zschoch,zschoche,zschoche,40
zuruckkommt,zurückkommt,of having your cancer come back,40
abendspiel,abendspiel,evening game,39
aberglaub,aberglaube,superstition,39
allzeithoch,allzeithoch,all time high,39
anschwell,anschwellen,swell,39
arant,arantes,arantes,39
arbeitsmarktpolit,arbeitsmarktpolitik,labour market policies,39
auswahlkapitan,auswahlkapitäns,selection captain,39
basilika,basilika,basilica,39
borj,borje,borje,39
bros,brose,brose,39
brundtland,brundtland,brundtland report,39
cannstatt,cannstatt,cannstatt,39
chemikerin,chemikerin,chemist,39
cozzio,cozzio,cozzio,39
dankesred,dankesrede,"acceptance speech, in",39
depotgesamtwert,depotgesamtwertung,overall depot rating,39
dpoufou,dpoufou,dpoufou,39
dreisprung,dreisprung,triple jump,39
ecfr,ecfr,ecfr,39
einreisebeding,einreisebedingung,entry condition,39
ekholm,ekholm,ekholm,39
elektronenmikroskop,elektronenmikroskop,electron microscope,39
ersatzteam,ersatzteam,"katrina from the replacement team was the capcom, the capsule commander",39
erzkonservativ,erzkonservative,ultra-conservative,39
expandiert,expandiert,expands,39
frauk,frauke,frauke jahn,39
fuhrungsroll,führungsrolle,guide roller,39
gallery,gallery,gallery,39
gbmtf,gbmtf,gbmtf,39
gemeinschaftsmethod,gemeinschaftsmethode,community method,39
generalprob,generalprobe,rehearsal,39
gesamtweltcup,gesamtweltcup,grand world cup,39
handk,handke,handke,39
heurig,heurige,heuriger wine tavern comfort,39
hinterland,hinterland,hinterland,39
hinz,hinz,amount,39
hochleb,hochleben,say hooray for chiquita bananas on world food day,39
horfunk,hörfunk,radio,39
hussong,hussong,hussong,39
ignazio,ignazio,ignazio,39
implantiert,implantiert,clip can be implanted,39
ingvarts,ingvartsen,ii this series,39
ipsum,ipsum,so that,39
islamismus,islamismus,islamism,39
jovic,jovic,jovic,39
kahl,kahl,kahl,39
kantonligeist,kantönligeist,kantonligeist,39
kaufbeur,kaufbeuren,kaufbeuren,39
kolbl,kölbl,b. kölbl,39
konigspalast,königspalast,the royal palace,39
konjunkturerhol,konjunkturerholung,economic recovery,39
kraem,kraemer,ulrich kraemer,39
kriegserklar,kriegserklärung,declaration of war,39
kryptowahr,kryptowährung,cryptocurrency,39
laborratt,laborratte,you were his test monkey,39
langnau,langnau,maïelle langnau,39
marquardt,marquardt,marquardt,39
masi,masi,masi,39
mastermind,mastermind,mdc mastermind,39
mauritz,mauritz,mauritz,39
mehrausgab,mehrausgaben,in additional spending,39
misslang,misslang,failed,39
mozart,mozart,mozart,39
nascimento,nascimento,nascimento,39
orenburg,orenburg,orenburg,39
ortet,ortet,locates,39
passagiernachfrag,passagiernachfrage,passenger demand,39
presseerklar,presseerklärung,press release,39
qualifikationsphas,qualifikationsphase,qualifying phase,39
quas,quas,quas,39
rexx,rexx,rexx,39
samml,samml,collect,39
scarff,scarff,scarff,39
schrocksnadel,schröcksnadel,jerk needle,39
scudetto,scudetto,scudetto,39
sechselautenplatz,sechseläutenplatz,festival center on sechseläutenplatz,39
seegrenz,seegrenze,sea border,39
sigwarth,sigwarth,sigwarth,39
snap,snap,snap,39
spector,spector,eugene a. spector,39
spielverderb,spielverderber,spoilsport,39
spielverlauf,spielverlauf,progression of the game,39
steinert,steinert,daniela steinert,39
stelios,stelios,stelios theofilou,39
sterling,sterling,seeing,39
steuermann,steuermann,navigator,39
stuckch,stückchen,bits,39
sturmerstar,stürmerstar,star striker,39
tabakrauch,tabakrauch,tobacco smoke,39
telefoninterview,telefoninterview,3. telephone interview,39
timberlak,timberlake,justin timberlake,39
turku,turku,turku,39
uberdruss,überdruss,weary,39
verteidigungsforsch,verteidigungsforschung,defense research,39
weim,weim,weim,39
weltrekordjagd,weltrekordjagd,world record hunt,39
weltteil,weltteilen,share the world,39
woodstock,woodstock,woodstock bar,39
abbuch,abbuchen,"transfer <ph id=""1"" equiv-text=""base64:e2ftb3vudh0=""/>",38
abperl,abperlen,detail satteldecke mit wasser abperlen,38
agerblad,agerblad,agerblad,38
altmannstein,altmannstein,altmannstein,38
amplidiag,amplidiag,amplidiag,38
angstgegn,angstgegner,writer's block: the feared opponent during each bachelor's thesis,38
antj,antje,antje goy,38
arnulf,arnulf,arnulf stenzl,38
ausgehohlt,ausgehöhlt,hollowed out,38
ausgestieg,ausgestiegen,you exited,38
austrittsabkomm,austrittsabkommen,exit agreement,38
balpa,balpa,balpa,38
beigeschmack,beigeschmack,no unpleasant aftertaste,38
bergkramerhof,bergkramerhof,bergkramerhof,38
berichtszeitraum,berichtszeitraum,reporting period,38
bewegungseinschrank,bewegungseinschränkung,pain with restriction of movement+,38
buchmull,buchmüller,peter buchmüller,38
buchungseingang,buchungseingänge,processing booking entries,38
cancelo,cancelo,cancelo,38
clayton,clayton,clayton,38
coen,coen,coen,38
debatin,debatin,"debatin, günter, hambrücken, *30.09.1968",38
dietz,dietz,d. dietz,38
draus,draus,make something of it,38
edson,edson,edson,38
edwin,edwin,"edwin, and br",38
engelberg,engelberg,engelberg,38
felb,felber,dominic felber,38
felswelt,felswelt,rock world,38
filmpreis,filmpreis,ecofilmprize,38
finalniederlag,finalniederlage,final defeat,38
fiuza,fiuza,fiuza,38
fordermitteln,fördermitteln,funding,38
formschwach,formschwach,weak in shape,38
friedvoll,friedvoll,at peace,38
fussballwelt,fussballwelt,football world,38
garcía,garcía,garcía,38
genugsam,genügsam,frugal,38
gesandt,gesandt,sent,38
gesellschaftspolit,gesellschaftspolitik,social issue,38
haji,haji,haji,38
handch,händchen,with little hands and feet,38
hellblau,hellblau,light blue,38
imaging,imaging,imaging,38
ingason,ingason,ingason,38
interpret,interpret,artist,38
istri,istrien,istria,38
jacobs,jacobsen,h. jacobsen,38
kabak,kabak,kabak,38
klay,kläy,klay,38
kollektion,kollektion,collection,38
kreutz,kreutz,volker kreutz,38
krisenkommunikation,krisenkommunikation,crisis communication,38
kursanstieg,kursanstieg,a. a price increase,38
lcjoe,lcjoe,lcjoe,38
linksschuss,linksschuss,left shot,38
lottoland,lottoland,lottoland ltd,38
mattia,mattia,mattia binotto,38
mikkey,mikkey,mikkey,38
nationaltorwart,nationaltorwart,national goalkeeper,38
neuwag,neuwagen,new cars,38
neuzulass,neuzulassung,ev 127 as well as new licencing,38
offis,öffis,or maybe just get on public transport,38
osterbott,österbotten,ostrobothnia,38
pandemieausbruch,pandemieausbruch,pandemic outbreak,38
pink,pinke,pinke,38
pizarro,pizarro,pizarro,38
podgorica,podgorica,podgorica,38
professeur,professeur,teacher up skirt,38
qualitatsmangeln,qualitätsmängeln,quality defects,38
rasenmahermethod,rasenmähermethode,lawnmower method,38
reanimi,reanimieren,reanimate,38
rennkal,rennkalender,06&,38
republican,republican,baloch republican army,38
ruckenschmerz,rückenschmerzen,back pain,38
ruckschritt,rückschritt,regression,38
rundfunkunion,rundfunkunion,broadcasting union,38
rundreis,rundreise,round trip,38
samir,samir,samir,38
semifinal,semifinal,semifinal,38
sonderplenum,sonderplenum,special plenary,38
soss,soss,soss,38
spitzenposition,spitzenposition,top ranking,38
stadtbild,stadtbild,city image,38
stadtbus,stadtbus,city ​​bus,38
stromausfall,stromausfall,power failure,38
stutzl,stützle,"<g id=""1"">christiane stützle</g>",38
suchtgift,suchtgift,addictive,38
sverrir,sverrir,sverrir,38
theatral,theatralik,staginess,38
tramp,tramp,tramp,38
trittin,trittin,enters,38
tromsø,tromsø,tromso,38
umschwenk,umschwenken,"<g id=""594""><g id=""595"">pivot</g></g>",38
unternehmensanleih,unternehmensanleihe,corporate bond,38
unterstuf,unterstufe,satellite junior,38
verhandlungsergebnis,verhandlungsergebnis,negotiation result,38
vieira,vieira,vieira,38
wachstumskur,wachstumskurs,the path of growth,38
waffenhandl,waffenhändler,arms dealer,38
weiterbeschaftigt,weiterbeschäftigt,continued to work,38
wettburos,wettbüros,betting offices,38
wjefpqmbzfslbmuvsb,wjefpqmbzfslbmuvsb,wjefpqmbzfslbmuvsb,38
youtuberin,youtuberin,the youtuber is to be the new face,38
zugegang,zugegangen,received,38
zwiebeln,zwiebeln,onions,38
absenz,absenz,absence,37
abzutrag,abzutragen,be immediately removed,37
almhutt,almhütte,alpine hut,37
ausles,auslese,choice,37
beindruck,beindruckend,it stands large and impressive,37
beinhart,beinhart,rock hard,37
betend,betende,praying,37
betriebsratsvorsitz,betriebsratsvorsitzende,works council chairwoman,37
buchungsnachfrag,buchungsnachfrage,booking request,37
bundesarbeitsagentur,bundesarbeitsagentur,federal employment agency,37
cenk,cenk,cenk conkbayır,37
coronapan,coronapanik,coronapanik,37
deutschand,deutschand,germany,37
edelmetall,edelmetall,precious metal,37
erfolgsseri,erfolgsserie,catch streak success,37
fakel,fakel,ghost torch,37
fidelman,fidelman,fidelman,37
forland,forland,forland,37
gerwyn,gerwyn,gerwyn,37
getankt,getankt,i filled up but,37
gewinnspr,gewinnsprung,revaluation through correction and profit jump,37
handykamera,handykamera,"<g id=""1"">splash out on a good phone camera</g><bx id=""2""/>",37
hastig,hastig,hastily,37
heranzieh,heranziehe,draw in,37
hinsetzt,hinsetzt,as he sits down,37
hochmuth,hochmuth,hochmuth,37
hodgson,hodgson,a hodgson,37
hunko,hunko,hunko,37
immunitatsrat,immunitätsrate,immunity rate,37
immunschutz,immunschutz,immune protection formula,37
innenpfost,innenpfosten,inner post,37
jobabbauplan,jobabbauplänen,job reduction plans,37
jugendarbeitslos,jugendarbeitslosigkeit,of youth unemployment,37
kabinenbereich,kabinenbereich,cabin area,37
kerosinpreissicherungsgeschaft,kerosinpreissicherungsgeschäfte,kerosene price hedging,37
knieverletz,knieverletzung,knee pain or injury,37
krimis,krimis,detective stories,37
krisenfolg,krisenfolgen,consequences of the crisis,37
kulanz,kulanz,kulanz,37
lebenschanc,lebenschancen,life opportunities,37
limnios,limnios,limnios,37
loriano,loriano,loriano,37
markit,markit,markit,37
maryna,maryna,"maryna prakharchuk, belorient",37
maxima,maxima,maximums,37
mccarthy,mccarthy,mccarthy,37
meissn,meissner,friedrich meissner,37
midland,midland,midland,37
mikaela,mikaela,1: mikaela banes,37
mikrobiom,mikrobiom,microbiome,37
mitzured,mitzureden,"please <ph id=""mtc_1"" equiv-text=""base64:jmx0o2egahjlzj0njxmnjmd0ow==""/>login<ph id=""mtc_2"" equiv-text=""base64:jmx0oy9hjmd0ow==""/> to join discussion",37
modekauf,modekäufen,fashion purchases,37
moukoko,moukoko,daniel moukoko - net-works net manager,37
ndern,ndern,change,37
nervengift,nervengift,neurotoxin,37
oberberg,oberberg,oberberg,37
officiis,officiis,officiis,37
olraffineri,ölraffinerie,prod supervisor oil refinery,37
ostberg,ostberg,ostberg,37
paulett,paulette,paulette,37
pegel,pegel,stream gauge,37
photokatalyt,photokatalytische,photocatalytic surfaces,37
pincamp,pincamp,pincamp,37
polygi,polygiene,polygiene,37
rahe,raheem,kevin raheem,37
rechtsstaatsverstoss,rechtsstaatsverstöße,constitutional violations,37
regierungsbeschluss,regierungsbeschluss,government decree on waste,37
reisepolit,reisepolitik,travel policy,37
relegation,relegation,relegation,37
repellendus,repellendus,repellendus,37
resigni,resignieren,resign,37
rhon,rhön,rhön,37
schanz,schanze,sconce,37
schicksalsgemeinschaft,schicksalsgemeinschaft,community of fate,37
schlauch,schlauch,hose,37
schlusselelement,schlüsselelement,the key element: partnership,37
schmunzelt,schmunzelt,smiles,37
selbstiron,selbstironisch,ironic,37
sportministerin,sportministerin,sports minister,37
sportwag,sportwagen,sports car,37
stammplatz,stammplatz,regular place,37
stan,stan,stan,37
starterfeld,starterfeld,starting field,37
steir,steirer,restaurant steirer,37
steuerreform,steuerreform,tax reform,37
strupl,strupler,strupler,37
tatigt,tätigt,takes local reservation service,37
terr,terre,terre,37
tessaloniki,tessaloniki,tessaloniki,37
topnation,topnation,topnation,37
tosun,tosun,özgür tosun,37
transportminist,transportminister,transport minister,37
ungehort,ungehört,unheard,37
ungelost,ungelöst,unresolved,37
urplotz,urplötzlich,all of a sudden,37
verhofstadt,verhofstadt,verhofstadt,37
vollzeitjob,vollzeitjob,than i made at my full-time job,37
vorherseh,vorhersehen,foreseen,37
vorverlegt,vorverlegt,shifted forward,37
vorzugsweis,vorzugsweise,preferably,37
wettkampftag,wettkampftag,feeling cold on the day of the competition,37
wiederverwendet,wiederverwendet,reused,37
zwolffach,zwölffache,twelve times,37
abschiebehaft,abschiebehaft,immigration detention,36
åkesson,åkesson,åkesson,36
andrighetto,andrighetto,andrighetto,36
arcad,arcade,arcade,36
auswartssieg,auswärtssieg,away win,36
begrenzungsinitiativ,begrenzungsinitiative,"for freedom, security and prosperity: yes at the polls to the limitation initiative on 27th",36
bekleidungsgeschaft,bekleidungsgeschäft,clothes store,36
belta,belta,belta,36
bergkarabach,bergkarabach,nagorno-karabakh,36
bestuckt,bestückt,equipped with,36
binar,binar,binary,36
bodenbetrieb,bodenbetrieb,ground operations,36
bogason,bogason,bogason,36
bogi,bogi,bogi,36
bortn,bortne,bortne,36
boyega,boyega,boyega,36
buroflach,bürofläche,office space,36
creek,creek,creek,36
cvitkovic,cvitkovic,cvitkovic,36
dangelat,dangelat,dangelat,36
dilli,dillier,"yvan clavien, dillier-wyrsch ag",36
disneys,disneys,disney's adventures of the gummi bears,36
edelweiss,edelweiss,edelweiss,36
edvardsson,edvardsson,edvardsson,36
etatmass,etatmäßigen,budgetary,36
eveniet,eveniet,eveniet,36
farbton,farbton,colour shade,36
finalteilnahm,finalteilnahme,final participation,36
funfkopf,fünfköpfige,five-headed,36
gadletz,gadletz,gadletz,36
gáspár,gáspár,gáspár,36
gesamtmarkt,gesamtmarkt,total market,36
gesundheitsnationalismus,gesundheitsnationalismus,health nationalism,36
gesundheitssytem,gesundheitssyteme,health systems,36
haushaltsgipfel,haushaltsgipfel,budget summit,36
hiebl,hiebl,dr. stefan hiebl,36
hilpoltstein,hilpoltstein,hilpoltstein secondary school,36
hinauszuschieb,hinauszuschieben,the tendency to postpone necessary decisions,36
hochzuhalt,hochzuhalten,interests and other vested interests to,36
https,https,https,36
iconist,iconist,iconist,36
ideengeb,ideengeber,manage idea creators,36
infected,infected,infection (disambiguation,36
intellekt,intellekt,harmonizing intellect,36
janis,janis,janis,36
jessi,jessie,jessie,36
jobgaranti,jobgarantie,job guarantee,36
jtqbzfedpoufou,jtqbzfedpoufou,jtqbzfedpoufou,36
julich,jülich,jülich,36
karlheinz,karlheinz,karlheinz meschede,36
kovacs,kovacs,laszlo kovacs,36
