stem,long,translation,n
håbet,håbet,the hope,194
infekter,infektera,infect,194
levert,levert,did you deliver the letter,194
medlemsstat,medlemsstaten,member state,194
norrmän,norrmän,norwegians,194
overgang,overgang,transition,194
spurt,spurt,spurting,194
universitetssjukhuset,universitetssjukhuset,the university hospital,194
utrikesdepartementet,utrikesdepartementet,ministry for foreign affairs,194
akademisk,akademisk,academy,193
anerkend,anerkende,recognize,193
berømt,berømt,famous,193
ennå,ennå,yet,193
eventuellt,eventuellt,if appropriate,193
indgår,indgår,included,193
leir,leir,clay,193
mærke,mærke,brand,193
mondial,mondial,world,193
östr,östra,east,193
premierminist,premierminister,prime minister,193
tusindvis,tusindvis,thousands,193
ankomm,ankommande,inbound flights,192
anmeld,anmeld,signed up people,192
back,backa,backa,192
elektrisk,elektrisk,electric,192
flyplass,flyplass,hamilton at copenhagen airport,192
french,french,french,192
gammal,gammal,old,192
gyllenhamm,gyllenhammar,gyllenhammar,192
politikk,politikk,politics,192
rejsevejledningern,rejsevejledningerne,the travel guides,192
skak,skak,anti-shaking,192
skipet,skipet,the ship,192
veksø,veksø,veksø,192
arland,arlanda,stockholm arlanda airport,191
beräkning,beräkning,calculation,191
beskyld,beskylde,accuse,191
dokument,dokument,cument,191
fjernet,fjernet,removed,191
forskrift,forskrift,regulation,191
hjælper,hjælper,helps,191
indiker,indikerade,dir” of red colour that indicated,191
indirek,indirekt,indirect,191
kombiner,kombinera,combine,191
korset,korset,red cross,191
mali,mali,mali,191
talesperson,talesperson,spokesperson,191
tropp,tropp,troop,191
artist,artistas,artists,190
auror,aurora,aurora,190
borgmäst,borgmästare,mayor,190
fejr,fejre,celebrate,190
gjest,gjest,guest,190
konstant,konstant,constant,190
kristin,kristin,kristin,190
skjutit,skjutit,who shot it,190
svinepest,svinepest,swine fever,190
tabell,tabell,table,190
tæller,tæller,counter,190
trygt,trygt,safe,190
brett,brett,wide,189
delårsrapport,delårsrapport,interim report,189
eksisterend,eksisterende,existing,189
generalforsamling,generalforsamling,general meeting,189
kvart,kvart,młody) indyk peru,189
massiv,massiv,massive,189
nedstengning,nedstengning,shutdown,189
parlamentet,parlamentet,parlamentet,189
slået,slået,beaten,189
stev,steve,steve,189
uppfyll,uppfylla,meet,189
villk,villkor,conditionals,189
handling,handlinga,actions,188
länet,länet,the county,188
moskv,moskva,moscow,188
opfordring,opfordring,call,188
scap,scapa,scapa distillery,188
trække,trække,pull,188
tvunget,tvunget,forced,188
uttalt,uttalt,pronounced,188
adhanom,adhanom,adhanom,187
befint,befintlig,an existing,187
curevac,curevac,curevac,187
drivmedel,drivmedel,transport fuel,187
ersät,ersätta,replace,187
katastrofal,katastrofal,catastrophic fail rate,187
tokyo,tokyo,tokyo,187
træner,træner,coach,187
ulov,ulovlig,illegal,187
understrek,understreka,emphasize,187
vekst,vekst,growth,187
youtub,youtube,youtube,187
betänk,betänk,i advise you to keep that in mind,186
biologisk,biologisk,biological,186
framgång,framgång,success,186
hållit,hållit,we've been at this for a year,186
immigration,immigration,immigration,186
influenz,influenza,"40iupertussis toxoid, adsorbed 25 µg filamentous haemagglutinin, adsorbed 25 µg pertactin, adsorbed 8 µg recombinant hepatitis b surface antigen (s protein), adsorbed 10 µg inactivated type 1 poliovirus 40 du inactivated type 2 poliovirus 8 du inactivated type 3 poliovirus 32 du conjugate of haemophilus influenzae type b capsular polysaccharide (prp) 10 µg and tetanus toxoid (t), adsorbed (prp-t) 20-40 µg",186
jordbruksutskottet,jordbruksutskottet,committee on agriculture,186
kofod,kofod,kofod,186
loth,lothar,lothaire,186
nasdaq,nasdaq,nasdaq,186
nevnt,nevnt,mentioned,186
offentliggör,offentliggör,make public,186
overrask,overraska,surprised,186
regelverket,regelverket,regulatory framework,186
skeptisk,skeptisk,skeptical,186
socialdemokrat,socialdemokraten,social-demokraten,186
stamm,stamm,stem,186
stillet,stillet,asked,186
utsläppsrät,utsläppsrätter,carbon credit,186
annik,annika,annika,185
bandet,bandet,the band,185
beskrev,beskrev,described,185
endret,endret,changed,185
erstatning,erstatning,compensation,185
folkeparti,folkeparti,danish people's party,185
innovation,innovation,innovation,185
intresset,intresset,interest,185
kommunal,kommunala,public transportation,185
leirvik,leirvik,clay,185
aust,aust,aust n z j obstet gynaecol,184
bestyr,bestyrelse,board,184
betegn,betegne,denote,184
camill,camilla,camilla,184
dominer,dominera,dominate,184
fremgang,fremgang,progress,184
hållb,hållbar,durable/resistant,184
hänt,hänt,has happened,184
høyr,høyrast,loudest,184
køber,køber,buyer,184
kommersiell,kommersiell,commercial,184
levend,levende,levende mestdieren,184
marin,marin,marin,184
nabo,nabo,the neighbor says that he remembers his face,184
placering,placering,position,184
reiseråd,reiseråd,travel advice,184
rejst,rejst,raised,184
sælge,sælge,sell,184
uavheng,uavhengig,independently,184
uppgör,uppgör,settlement,184
vegn,vegne,for the commission,184
virkning,virkning,crochet,184
agend,agenda,agenda,183
antyd,antydde,that is what mr smith suggested,183
arbetsplats,arbetsplatsen,the workplace,183
cecili,cecilia,cecilia,183
optaget,optaget,booked,183
smitterisiko,smitterisiko,risk of infection,183
stramm,stramme,tight,183
sund,sund,sound,183
toyot,toyota,toyota,183
wern,wern,wern,183
barnet,barnet,the child,182
fordon,fordon,vehicle,182
forestilling,forestilling,performance,182
forhandling,forhandlingar,successful negotiations,182
generaldirektör,generaldirektör,director-general,182
held,heldig,lucky,182
hvor,hvor,where did you say you were from,182
kurs,kursa,course,182
løber,løber,runs,182
mill,mill,john stuart mill,182
organisk,organisk,organic,182
stödet,stödet,the assistance,182
anné,année,year,181
bero,bero,bero,181
billedet,billedet,the picture,181
brant,brant,abrupt,181
brem,bremen,bremen,181
elin,elin,elin,181
firm,firma,corporate name,181
gennemsnit,gennemsnit,average,181
inddæmm,inddæmme,contain,181
indek,indeks,indeks	wagowa,181
kommunern,kommunerne,the municipalities,181
konsument,konsument,consumer,181
ljus,ljus,light,181
omfattning,omfattning,scope,181
onöd,onödig,disposable load,181
sammanlag,sammanlagd,aggregation,181
stödj,stödja,support,181
technologi,technologie,innowacja i technologia,181
tidskrift,tidskrift,serial,181
tsjekki,tsjekkia,czech republic,181
uppmaning,uppmaning,call to action,181
utbrud,utbrudd,outbreak,181
flagg,flagg,flag,180
forventningern,forventningerne,expectations,180
høsten,høsten,in the fall,180
inrik,inrikes,ministry of,180
klag,klaga,complain,180
naturligtvis,naturligtvis,natural dispute,180
option,option,option,180
palm,palm,palm,180
stadium,stadium,stage,180
travlt,travlt,travlt,180
varmt,varmt,hot,180
vittn,vittna,give evidence,180
afgør,afgør,decides,179
avgjørend,avgjørende,crucial,179
befar,befara,fear,179
dødelighed,dødelighed,mortality,179
downlo,download,download,179
figur,figur,figure,179
garanti,garanti,warranty,179
klug,klug,klug,179
kunstner,kunstnere,artists,179
medfør,medfør,entail,179
populär,populär,popular,179
sejl,sejl,sails,179
sundhed,sundhed,health,179
teat,teater,theater,179
videnskabe,videnskabelig,scientific,179
ansträng,anstränga,you have to try harder,178
dagny,dagny,dagny,178
forbundet,forbundet,connected,178
förvärv,förvärv,acquisition,178
fremdel,fremdeles,"plo is weakened, but still maintains a good network",178
hovedst,hovedstad,capital,178
kontinuer,kontinuerlig,continuous,178
kpodd,kpodden,kpodden,178
nätet,nätet,internet,178
nettstedet,nettstedet,the website,178
penc,pence,pence,178
troel,troeligt,believable,178
vinst,vinst,novelty searc,178
befri,befri,liberate,177
djup,djup,depth,177
forbedr,forbedra,improve,177
kronisk,kronisk,chronic,177
lyset,lyset,the light,177
magdalen,magdalena,magdalene,177
muligvis,muligvis,possibly,177
parisavtalet,parisavtalet,treaty of paris,177
superliga,superligaen,the super league,177
tested,testede,tested,177
topchef,topchef,topchef,177
tvil,tvil,doubt,177
værnemidl,værnemidler,protective equipment,177
welt,welt,world,177
åben,åben,open,176
återgå,återgå,go back,176
kaff,kaffe,coffee,176
mejl,mejl,email,176
økonom,økonom,economist,176
regnet,regnet,out into the rain,176
server,servera,serve cold,176
sjung,sjung,sjung,176
talsmand,talsmand,spokesman,176
utnyttj,utnyttja,profit,176
værd,værd,worth,176
vuxn,vuxna,adults,176
ägar,ägar,owns,175
bruxell,bruxelles,brussels,175
glemm,glemme,forget,175
konsekv,konsekvens,consequence,175
medlemslanden,medlemslandene,member states,175
nikl,niklas,niklas,175
ökand,ökande,increasing,175
photo,photo,photoshop,175
port,portade,ported,175
relation,relationen,relationship,175
skilt,skilt,apart,175
storby,storby,big city,175
vinter,vinteren,winter,175
behåll,behåll,keep,174
börs,börsen,börsen,174
coalition,coalition,coalition,174
gransk,granska,revise,174
handsk,handskar,gloves,174
koordiner,koordinera,coordinate,174
lindskov,lindskov,linden forest,174
melind,melinda,melinda,174
realistisk,realistisk,realistic,174
tufft,tufft,tough,174
undtag,undtagelse,exception,174
wien,wien,vienna,174
angåend,angående,subject,173
anonym,anonym,anonymous,173
begravning,begravning,funeral,173
brevet,brevet,brevet,173
championship,championship,the open championship,173
dortmund,dortmund,dortmund,173
evakuer,evakuera,emergency evacuation,173
forind,forinden,before,173
formålet,formålet,the purpose,173
gældend,gældende,applicable,173
klaus,klaus,klaus,173
moderat,moderata,moderate party,173
omstændighed,omstændighed,circumstance,173
reiseforsikring,reiseforsikring,travel insurance,173
verktyg,verktyg,tool,173
virolog,virolog,virologist,173
använt,använt,usage,172
asyl,asyl,asylum,172
beteend,beteende,behaviour,172
fang,fanga,fanga,172
fordelt,fordelt,distributed,172
forestill,forestill,imagine,172
godkjent,godkjent,"with that, hamilton gains acceptance and approval",172
halvpart,halvpart,half,172
karantänsregl,karantänsregler,quarantine rules,172
msek,msek,msec,172
prioritering,prioritering,priority,172
sanktion,sanktion,sanction,172
smittesituasjon,smittesituasjon,infection situation,172
started,startede,started,172
taastrup,taastrup,taastrup,172
udgav,udgav,published,172
understryk,understryka,to underline,172
være,være,be,172
vanligvis,vanligvis,usually,172
vilkår,vilkår,"i have read and agree to the <ph id=""mtc_1"" equiv-text=""base64:jmx0o2egahjlzj0ii2nhbmrpzgf0zv9jzl90zxjtc19zzxj2awnlcyimz3q7""/>terms and services<ph id=""mtc_2"" equiv-text=""base64:jmx0oy9hjmd0ow==""/>",172
bibliotek,bibliotek,library,171
grep,grep,garden fork,171
kulturell,kulturell,culture,171
luftfart,luftfart,aviation,171
påmin,påminna,remind,171
reserestriktion,reserestriktioner,travel restrictions,171
specifik,specifik,specific,171
spring,springa,run,171
sundhedsfag,sundhedsfaglig,health professional,171
sygeplejersk,sygeplejerske,nurse,171
trist,trist,sad,171
vacciner,vaccinera,what we should do is vaccinate,171
volkswag,volkswagen,volkswagen,171
austri,austria,austria,170
dragit,dragit,slowed down the pace,170
dröj,dröja,the kitchen drawer,170
forbehold,forbehold,reservations,170
forlat,forlata,leave,170
fossilfri,fossilfri,fossil-free,170
genstart,genstart,restart,170
grænseovergang,grænseovergang,border crossing,170
grann,grann,dalsland,170
høie,høie,high,170
indrejsend,indrejsende,entering,170
kæmper,kæmper,struggling,170
kapital,kapital,capital,170
karst,karstad,karstad,170
kreativ,kreativ,creative,170
mexico,mexico,mexico,170
motstånd,motstånd,drag,170
nivån,nivån,level,170
planlegg,planlegge,plan,170
slakteri,slakteri,slaughterhouse,170
svær,svær,difficult,170
svensson,svensson,svensson,170
tilfældet,tilfældet,the case,170
utom,utom,excluding,170
betydet,betydet,meant,169
bolsonaro,bolsonaro,bolsonaro,169
geografisk,geografisk,geography,169
knuds,knudsen,ms annemarie knudsen,169
kommunikation,kommunikation,communication,169
osäkr,osäkra,uncertain,169
siri,siri,siri,169
strøm,strøm,power,169
underlät,underlätta,facilitate workshops,169
begrænsning,begrænsning,"begrænsning, jf. artikel 7, stk",168
fattigdom,fattigdom,poor,168
förbjudet,förbjudet,prohibited,168
forsmark,forsmark,forsmark,168
funk,funk,funk,168
gjenåpning,gjenåpning,reopening,168
heino,heino,"mr heino vahldieck, mitglied des europaausschusses der hamburgischen bürgerschaft",168
litet,litet,small,168
omständ,omständigheter,circumstances,168
sällan,sällan,rarely,168
samarbetet,samarbetet,cooperation impact of actions under the programme,168
speciell,speciell,special,168
tvärtom,tvärtom,on the contrary,168
verr,verrat,verrat,168
alldel,alldeles,absolutely,167
argentin,argentina,argentina,167
fejl,fejl,error,167
gälld,gällde,now was the time,167
kastrup,kastrup,copenhagen airport,167
konkurrenskraft,konkurrenskraft,competitiveness,167
ligan,ligan,northern league,167
neandertal,neandertal,neandertal,167
rekt,rektor,principal,167
reservation,reservation,reservation,167
semifinal,semifinal,semi-final,167
sorg,sorg,mourning,167
soriot,soriot,soriot,167
spændend,spændende,exciting,167
stein,stein,stein,167
utvärder,utvärdera,assess,167
dokumenter,dokumentera,document,166
dronning,dronning,for hendes majestæt danmarks dronning,166
förtroend,förtroende,trust,166
hustru,hustru,wife,166
korter,kortere,shorter,166
markedsføring,markedsføring,"responsible for sales, marketing and international business",166
priset,priset,the price,166
regning,regning,bill,166
stick,sticka,to stick,166
träning,träning,training,166
tyrkiet,tyrkiet,turkey,166
udsted,udstede,issue,166
utgangspunktet,utgangspunktet,basically,166
arrangementet,arrangementet,the arrangement,165
économiqu,économique,útiles y económicas,165
erstat,erstate,erstate,165
flyv,flyve,fly,165
forholdet,forholdet,the relationship,165
hinn,hinna,film,165
hytt,hytt,cabin,165
identifier,identifiera,identifying,165
internasjonalt,internasjonalt,internationally,165
langsomt,langsomt,slowly,165
løfte,løfte,promise,165
målsättning,målsättning,aim,165
militær,militær,none of them have military background,165
motek,motek,motek,165
passasjer,passasjerar,passengers,165
registrered,registrerede,whereas the present case relates only to registered horses,165
snakket,snakket,talked,165
socialt,socialt,social,165
spilled,spillede,played,165
uppdraget,uppdraget,assignment,165
uttrykk,uttrykk,expression,165
angive,angivelig,allegedly,164
berör,berör,affects,164
beskrevet,beskrevet,described,164
byggeriet,byggeriet,construction,164
datter,dattera,daughter,164
efterspørgsl,efterspørgslen,demand,164
fören,förena,add,164
helsevesenet,helsevesenet,health care,164
henhold,henhold,"returvarer i henhold til kodeksens artikel 185, stk",164
hillerød,hillerød,hillerød,164
højst,højst,at most,164
lengr,lengre,longer,164
margreth,margrethe,margrethe,164
mathi,mathias,mathias,164
namnet,namnet,the name,164
sammanhang,sammanhang,context,164
stoltenberg,stoltenberg,stoltenberg,164
syrian,syrian,assyrian people,164
trafikverket,trafikverket,swedish transport administration,164
undervej,undervejs,along the way,164
værste,værste,worst,164
william,william,william,164
aktieäg,aktieägande,regarding share ownership in the,163
berr,berre,berre,163
delst,delstat,state,163
falt,falt,for self-confidence,163
helseminist,helseminister,minister of health,163
købt,købt,purchased,163
kompenser,kompensera,compensating measure,163
lämp,lämpa,capable of being welded,163
leksand,leksand,leksand,163
lytt,lytt,establish / read and raffish,163
mallorc,mallorca,mallorca,163
mørk,mørk,dark,163
plant,planta,nursery plant,163
skapt,skapt,created,163
virksomhedern,virksomhederne,companies,163
voldsom,voldsom,violent,163
camp,campa,do you like camping,162
derfr,derfra,from there,162
design,designa,to design,162
forebygg,forebygge,prevent,162
hälso,hälso,healthcare organization,162
høye,høye,tall,162
involvert,involvert,involved,162
jysk,jysk,jysk,162
lesbo,lesbos,lesbos,162
lokalbefolkning,lokalbefolkning,locals,162
lyngby,lyngby,lyngby,162
nedsat,nedsatt,reduced,162
reist,reist,traveled,162
sjovt,sjovt,fun,162
skill,skille,separate,162
smil,smil,smile,162
sygehus,sygehus,hospital,162
uppmärksam,uppmärksam,mindful,162
uppnå,uppnå,achieve,162
utbred,utbredd,spread,162
alternativet,alternativet,the sign up option at the,161
amerikaner,amerikanere,americans,161
analy,analya,analya,161
augustin,augustin,augustin,161
avgift,avgift,avgift,161
färj,färja,färja,161
helsemynd,helsemyndigheten,helsemyndigheten,161
hunnit,hunnit,hunnit,161
indflyd,indflydelse,indflydelse,161
karrier,karriere,karriere,161
ligget,ligget,ligget,161
lombardiet,lombardiet,lombardiet,161
oppretthold,opprettholde,opprettholde,161
overvågning,overvågning,overvågning,161
poul,poul,poul,161
presschef,presschef,presschef,161
recession,recession,recession,161
sammenhæng,sammenhæng,sammenhæng,161
skepsis,skepsis,skepsis,161
text,texten,texten,161
tribun,tribuna,tribuna,161
upprep,upprepa,upprepa,161
varning,varning,varning,161
arbeidsplass,arbeidsplass,arbeidsplass,160
arrival,arrivals,arrivals,160
diss,dissar,dissar,160
ekstrem,ekstrem,ekstrem,160
förstärk,förstärk,förstärk,160
grænsekontroll,grænsekontrollen,grænsekontrollen,160
gresk,gresk,gresk,160
gris,gris,gris,160
halsnæs,halsnæs,halsnæs,160
helsedirektoratet,helsedirektoratet,helsedirektoratet,160
helsemyndigheten,helsemyndighetene,helsemyndighetene,160
kontant,kontant,kontant,160
mødte,mødte,mødte,160
nyhetsbyrået,nyhetsbyrået,nyhetsbyrået,160
omvend,omvenda,omvenda,160
semest,semester,semester,160
stått,stått,stått,160
stortinget,stortinget,stortinget,160
stuttgart,stuttgart,stuttgart,160
svarend,svarende,svarende,160
ursprung,ursprung,ursprung,160
antikroppstest,antikroppstest,antikroppstest,159
coronarelatered,coronarelaterede,coronarelaterede,159
forslaget,forslaget,forslaget,159
hardest,hardest,hardest,159
lättnad,lättnaden,lättnaden,159
opbakning,opbakning,opbakning,159
passasjeren,passasjerene,passasjerene,159
representant,representant,representant,159
sexfim,sexfim,sexfim,159
spørsmålet,spørsmålet,spørsmålet,159
stilt,stilt,stilt,159
tennis,tennis,tennis,159
trækker,trækker,trækker,159
trelleborg,trelleborg,trelleborg,159
bedriv,bedriva,bedriva,158
hurtiger,hurtigere,hurtigere,158
karlsson,karlsson,karlsson,158
kyrk,kyrka,kyrka,158
någonstan,någonstans,någonstans,158
överenskomm,överenskommelse,överenskommelse,158
pågældend,pågældende,concerned,158
plejehjem,plejehjem,nursing homes,158
posisjon,posisjon,position,158
prosjektet,prosjektet,the project,158
skottland,skottland,scotland,158
sträng,sträng,string,158
studerend,studerende,students,158
svenskern,svenskerne,the swedes,158
tryg,tryg,safe,158
utset,utset,exposed,158
bestilling,bestilling,vil du bekrefte og fortsette med din bestilling,157
capit,capita,per capita,157
droit,droit,right,157
gymnasium,gymnasium,high school,157
indian,indian,native american,157
kvinnan,kvinnan,the woman,157
medført,medført,entailed,157
möjliggör,möjliggör,enables,157
opptil,opptil,up to,157
potential,potentiale,potential,157
tilskud,tilskud,grants,157
arbetsgiv,arbetsgivare,employer,156
balkong,balkong,balcony,156
berätt,berättelse,story,156
billiger,billigere,cheaper,156
british,british,the british open,156
erklæring,erklæring,statement,156
forholden,forholdene,the conditions,156
fremhæv,fremhæve,highlight,156
hænger,hænger,hangs,156
halvåret,halvåret,half year,156
intyg,intyg,certificate,156
kliv,kliv,step out,156
kompromiss,kompromiss,trade-off,156
lejr,lejr,camp,156
levd,levd,levd,156
likviditet,likviditet,liquidity,156
östersund,östersund,östersund,156
potentielt,potentielt,potentially,156
pyongyang,pyongyang,pyongyang,156
socialminist,socialminister,minister of social affairs,156
specielt,specielt,especially,156
tend,tende,tende,156
underligg,underliggande,underlying,156
album,album,album,155
bundesliga,bundesligaen,bundesliga,155
forl,forla,forla,155
frakt,frakt,shipping,155
hugo,hugo,hugh,155
jacobs,jacobsen,jacobsen,155
kold,kold,cold,155
lärt,lärt,learned,155
markedern,markederne,markets,155
medför,medför,entailment,155
motor,motore,motors,155
motsat,motsats,antonym,155
pressemelding,pressemelding,press release,155
størst,størst,largest,155
tobi,tobias,tobias#as a given name,155
anton,anton,anton,154
åpning,åpning,opening,154
chans,chansa,gamble,154
genoptag,genoptage,resume,154
nemt,nemt,easily,154
registrering,registrering,registration,154
resan,resan,trip,154
spänn,spänn,span,154
tour,toure,toure,154
växthusgas,växthusgaser,greenhouse gases,154
anet,anet,ins/anet,153
avståndet,avståndet,the distance,153
britton,britton,britton,153
chil,chile,chile,153
drottning,drottning,queen,153
faldend,faldende,decreasing,153
gæstern,gæsterne,the guests,153
greit,greit,okay,153
holm,holm,holm,153
husqv,husqvarna,husqvarna ab,153
identitet,identitet,identity,153
industrin,industrin,with industry,153
klinik,klinik,clinic,153
maleri,maleri,painting,153
mark,marka,marka,153
medverk,medverka,participation in the kick-off meeting,153
personbil,personbil,private motor vehicle,153
særdel,særdeles,particularly,153
sand,sande,sande,153
taket,taket,the roof,153
tunnel,tunnel,tunnel,153
unhcr,unhcr,united nations high commissioner for refugees,153
unødvend,unødvendig,non-necessary,153
bili,bili,bili,152
blomst,blomst,flower,152
fäng,fängelse,prison,152
genopretning,genopretning,recovery,152
hållbart,hållbart,durable,152
helsepersonell,helsepersonell,health personnel,152
leder,ledere,leaders,152
orbán,orbán,orbán,152
overrasket,overrasket,ulf is surprised,152
rädsl,rädsla,horror,152
spiegel,spiegel,spiegel,152
vänst,vänster,left,152
albert,albert,albert,151
amerikan,amerikan,american,151
ansiktet,ansiktet,face,151
återhämt,återhämta,recover,151
coronan,coronan,coronan,151
coronasituation,coronasituation,corona situation,151
glas,glas,glass,151
häst,häst,horse,151
huvudet,huvudet,the head,151
klippet,klippet,the clip,151
konkluder,konkludere,conclude,151
kurz,kurz,kurz,151
plattform,plattform,platform,151
skolern,skolerne,the schools,151
tvingat,tvingats,forced,151
utrymm,utrymma,vacate,151
virusfall,virusfall,virus case,151
aviser,aviserade,incorrectly notified package,150
förbjudn,förbjudna,banned,150
klimatpåverkan,klimatpåverkan,climatical stress,150
menneske,menneskehet,humanity,150
mesterskapet,mesterskapet,the championship,150
nordjysk,nordjysk,nordjysk,150
pontus,pontus,pontus orustfjord,150
sahlgrensk,sahlgrenska,sahlgrenska university hospital,150
smittev,smittevern,infection control,150
socialdemokratisk,socialdemokratisk,social democracy,150
spark,spark,kicksled,150
spridit,spridit,who has spread chaos,150
synt,syntes,synthesis,150
udløs,udløse,trigger,150
vejledning,vejledning,guidance,150
bosat,bosatt,resident,149
brasil,brasil,brazil,149
casp,caspar,caspar opitz,149
dyren,dyrene,the animals,149
dyrk,dyrk,cultivate,149
efterspørgsel,efterspørgsel,demand,149
engager,engagera,engage,149
færøern,færøerne,the faroe islands,149
gütersloh,gütersloh,gütersloh,149
handeln,handeln,trade,149
indehold,indeholde,contain,149
komponent,komponent,component,149
konspirationsteori,konspirationsteori,conspiracy theory,149
måling,måling,measurement,149
medarbejd,medarbejder,employee,149
nedskrivning,nedskrivning,write-down adjustment,149
nedtur,nedtur,down,149
nettavis,nettavis,online newspaper,149
reelt,reelt,reelt,149
relater,relaterad,acute grade chronic,149
retur,retur,return,149
skip,skip,skip hoist,149
smitteverntiltak,smitteverntiltak,infection control measures,149
sundhedsmæss,sundhedsmæssig,health,149
telefonnumm,telefonnummer,phone number,149
valut,valuta,currency,149
barret,barret,"barret, charente",148
bengtsson,bengtsson,bengtsson,148
berörd,berörd,moved,148
bloomberg,bloomberg,bloomberg,148
definitivt,definitivt,definitely,148
dreng,dreng,boy,148
isolasjon,isolasjon,insulation,148
kræfter,kræfter,forces,148
langvar,langvarig,long-term medication,148
örebro,örebro,örebro,148
paret,paret,pareto,148
udenf,udenfor,outside,148
adam,adam,adam,147
behövd,behövd,necessary,147
enstak,enstaka,single,147
hereft,herefter,hereafter,147
rederiet,rederiet,rederiet,147
skiferi,skiferie,ski holiday,147
skiftet,skiftet,the shift,147
somr,somrar,summers,147
stærke,stærke,strong,147
strenger,strengere,stricter,147
tjän,tjäna,serve,147
udfør,udføre,perform,147
ukend,ukendt,unknown,147
upprätthåll,upprätthålla,maintain,147
utsät,utsätta,to withdraw,147
vakt,vakt,guard,147
budapest,budapest,budapest,146
direktör,direktör,director,146
florid,florida,fl,146
fönst,fönster,window,146
hendrik,hendrik,"nordman, prof. hendrik",146
hjälpt,hjälpt,helped,146
indekset,indekset,the index,146
inställning,inställning,setting,146
klein,klein,"kördel, w",146
koncernchef,koncernchef,president and ceo,146
køres,køres,run,146
mølbak,mølbak,mølbak,146
mørke,mørke,"walks through narrow, dirty and dark alleys",146
omgång,omgång,round,146
opfør,opfør,behave,146
pett,petter,petter,146
produser,produserar,producer,146
sælger,sælger,seller,146
smittetallet,smittetallet,infection rate,146
södertälj,södertälje,södertälje,146
trafikk,trafikk,traffic,146
utenriksdepartementet,utenriksdepartementet,at the swedish ministry for foreign affairs,146
værst,værst,worst,146
verkställ,verkställa,execute,146
alex,alex,alex,145
bordell,bordell,brothels,145
bror,bror,brother,145
erkend,erkende,vlaamse huisvestingsmaatschappij en erkende maatschappijen,145
fastl,fastlandet,continental,145
forsikt,forsiktig,xxx,145
foundation,foundation,foundation,145
frustration,frustration,frustration,145
ingrid,ingrid,ingrid,145
intern,internat,boarding school,145
jylland,jylland,jutland,145
lovend,lovende,promising,145
mottag,mottaga,receive,145
ovänt,oväntad,unexpected,145
partiern,partierne,the parties,145
planering,planering,merchandiser,145
redirect,redirect,redirect url on click,145
sank,sank,body just sank,145
slop,slopa,employment is more important than abolishing duty-free trade,145
snabbtest,snabbtest,rapid test,145
udendør,udendørs,outdoors,145
visir,visir,face shield,145
wahlström,wahlström,wahlström,145
advok,advokat,packagedelivery,144
äldrevård,äldrevård,elderly care,144
återuppt,återuppta,resume,144
bopæl,bopæl,residence,144
drevet,drevet,driven,144
eric,eric,eric,144
erklær,erklære,declare,144
færgen,færgen,the ferry,144
försvar,försvara,defend,144
genomsnit,genomsnitt,average,144
genopretningsfond,genopretningsfond,recovery fund,144
hjert,hjerta,hjerta group insurance,144
huvudst,huvudstad,capital,144
indgreb,indgreb,intervention,144
initiativet,initiativet,the initiative,144
knut,knut,netting knot,144
kostet,kostet,costs,144
nettoomsättning,nettoomsättning,net turnover,144
påbörj,påbörja,begin fulfillment,144
streeck,streeck,streeck,144
system,systema,system,144
vägr,vägra,to refuse (generic,144
cambridg,cambridge,cambridge,143
forår,forår,spring,143
frederik,frederik,frederik,143
gouvernement,gouvernement,government,143
halt,halt,content,143
intensivafdeling,intensivafdeling,intensive care unit,143
konsekvensern,konsekvenserne,the consequences,143
matt,matt,matte,143
optag,optage,record,143
peru,peru,pe,143
racism,racism,racism,143
regim,regim,regimen,143
savn,savn,savn,143
seehof,seehofer,seehofer,143
selskapen,selskapene,the companies,143
skörd,skörd,harvest,143
stærker,stærkere,stronger,143
tendens,tendensen,internationella marxistiska tendensen,143
victori,victoria,victoria,143
wallenst,wallensten,wallensten,143
afviklet,afviklet,settled,142
blitt,blitt,so it's got a lot better lately,142
hald,hald,hald,142
heil,heil,heil,142
inrikesminist,inrikesminister,minister for home affairs,142
juan,juan,juan silveira dos santos,142
kollaps,kollapsa,to collapse,142
modstand,modstand,resistance,142
nasjon,nasjon,nation,142
nödläg,nödläge,emergency,142
områden,områdena,the areas,142
øvels,øvelse,exercise,142
overfør,overføre,transfer,142
prøven,prøven,the sample,142
runtom,runtom,overall printing,142
sjukskötersk,sjuksköterska,nurse,142
statsborgerskab,statsborgerskab,citizenship,142
umeå,umeå,umeå,142
vingård,vingård,vineyard,142
wild,wilda,wilda,142
ambass,ambassad,high commission,141
andré,andré,andré,141
återhämtningsfond,återhämtningsfond,recovery fund,141
booking,booking,bookingwp,141
farvel,farvel,goodbye,141
fört,fört,brought,141
fullständ,fullständig,full,141
hall,halla,cling,141
ishockey,ishockey,ice hockey,141
kollektiv,kollektiv,commune,141
kræve,kræve,require,141
lung,lung,pulmonary,141
meny,meny,navigation,141
rasmus,rasmus,rasmus,141
skikke,skikkelig,properly,141
uppgång,uppgång,appearance,141
upprät,upprätt,create,141
åbned,åbnede,opened,140
airlin,airline,kyrgyzstan airline,140
ambassadör,ambassadör,ambassador,140
brott,brott,crime,140
fjol,fjol,last year,140
företräd,företräda,represent,140
försvarsmak,försvarsmakt,defense,140
frie,frie,free,140
gavn,gavn,benefit,140
grov,grov,groove,140
hjärt,hjärt,cardiac,140
mærker,mærker,brands,140
